#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BT-CO_00001
CL3873Contig1	HCGP-BT-CO_03654
CL3874Contig1	HCGP-BT-CO_03655
CL3875Contig1	HCGP-BT-CO_03656
CL3876Contig1	HCGP-BT-CO_03657
CL3877Contig1	HCGP-BT-CO_03658
CL3878Contig1	HCGP-BT-CO_03659
CL387Contig1	HCGP-BT-CO_03660
CL3880Contig1	HCGP-BT-CO_03661
CL3881Contig1	HCGP-BT-CO_03662
CL3882Contig1	HCGP-BT-CO_03663
CL3883Contig1	HCGP-BT-CO_03664
CL3885Contig1	HCGP-BT-CO_03665
CL3886Contig1	HCGP-BT-CO_03666
CL3887Contig1	HCGP-BT-CO_03667
CL3890Contig1	HCGP-BT-CO_03668
CL3891Contig1	HCGP-BT-CO_03669
CL3892Contig1	HCGP-BT-CO_03670
CL3893Contig1	HCGP-BT-CO_03671
CL3894Contig1	HCGP-BT-CO_03672
CL3895Contig1	HCGP-BT-CO_03673
CL3896Contig1	HCGP-BT-CO_03674
CL3897Contig1	HCGP-BT-CO_03675
CL3898Contig1	HCGP-BT-CO_03676
CL3899Contig1	HCGP-BT-CO_03677
CL389Contig1	HCGP-BT-CO_03678
CL389Contig2	HCGP-BT-CO_03679
CL38Contig1	HCGP-BT-CO_03680
CL3900Contig1	HCGP-BT-CO_03681
CL3901Contig1	HCGP-BT-CO_03682
CL3902Contig1	HCGP-BT-CO_03683
CL3903Contig1	HCGP-BT-CO_03684
CL3904Contig1	HCGP-BT-CO_03685
CL3905Contig1	HCGP-BT-CO_03686
CL3906Contig1	HCGP-BT-CO_03687
CL3907Contig1	HCGP-BT-CO_03688
CL3908Contig1	HCGP-BT-CO_03689
CL390Contig1	HCGP-BT-CO_03690
CL3913Contig1	HCGP-BT-CO_03691
CL3914Contig1	HCGP-BT-CO_03692
CL3915Contig1	HCGP-BT-CO_03693
CL3916Contig1	HCGP-BT-CO_03694
CL3918Contig1	HCGP-BT-CO_03695
CL3919Contig1	HCGP-BT-CO_03696
CL391Contig1	HCGP-BT-CO_03697
CL391Contig2	HCGP-BT-CO_03698
CL391Contig3	HCGP-BT-CO_03699
CL3921Contig1	HCGP-BT-CO_03700
CL3922Contig1	HCGP-BT-CO_03701
CL3923Contig1	HCGP-BT-CO_03702
CL3924Contig1	HCGP-BT-CO_03703
CL3925Contig1	HCGP-BT-CO_03704
CL3926Contig1	HCGP-BT-CO_03705
CL3928Contig1	HCGP-BT-CO_03706
CL392Contig1	HCGP-BT-CO_03707
CL392Contig2	HCGP-BT-CO_03708
CL3930Contig1	HCGP-BT-CO_03709
CL3931Contig1	HCGP-BT-CO_03710
CL3932Contig1	HCGP-BT-CO_03711
CL3934Contig1	HCGP-BT-CO_03712
CL3936Contig1	HCGP-BT-CO_03713
CL3938Contig1	HCGP-BT-CO_03714
CL3939Contig1	HCGP-BT-CO_03715
CL393Contig1	HCGP-BT-CO_03716
CL393Contig2	HCGP-BT-CO_03717
CL3941Contig1	HCGP-BT-CO_03718
CL3942Contig1	HCGP-BT-CO_03719
CL3943Contig1	HCGP-BT-CO_03720
CL3944Contig1	HCGP-BT-CO_03721
CL3945Contig1	HCGP-BT-CO_03722
CL3946Contig1	HCGP-BT-CO_03723
CL3947Contig1	HCGP-BT-CO_03724
CL3948Contig1	HCGP-BT-CO_03725
CL3949Contig1	HCGP-BT-CO_03726
CL394Contig1	HCGP-BT-CO_03727
CL3950Contig1	HCGP-BT-CO_03728
CL3951Contig1	HCGP-BT-CO_03729
CL3952Contig1	HCGP-BT-CO_03730
CL3953Contig1	HCGP-BT-CO_03731
CL3954Contig1	HCGP-BT-CO_03732
CL3955Contig1	HCGP-BT-CO_03733
CL3957Contig1	HCGP-BT-CO_03734
CL3959Contig1	HCGP-BT-CO_03735
CL395Contig1	HCGP-BT-CO_03736
CL395Contig2	HCGP-BT-CO_03737
CL3960Contig1	HCGP-BT-CO_03738
CL3961Contig1	HCGP-BT-CO_03739
CL3963Contig1	HCGP-BT-CO_03740
CL3964Contig1	HCGP-BT-CO_03741
CL3965Contig1	HCGP-BT-CO_03742
CL3966Contig1	HCGP-BT-CO_03743
CL3967Contig1	HCGP-BT-CO_03744
CL3968Contig1	HCGP-BT-CO_03745
CL3969Contig1	HCGP-BT-CO_03746
CL396Contig1	HCGP-BT-CO_03747
CL3970Contig1	HCGP-BT-CO_03748
CL3971Contig1	HCGP-BT-CO_03749
CL3972Contig1	HCGP-BT-CO_03750
CL3974Contig1	HCGP-BT-CO_03751
CL3975Contig1	HCGP-BT-CO_03752
CL3976Contig1	HCGP-BT-CO_03753
CL3977Contig1	HCGP-BT-CO_03754
CL3978Contig1	HCGP-BT-CO_03755
CL3979Contig1	HCGP-BT-CO_03756
CL397Contig1	HCGP-BT-CO_03757
CL3980Contig1	HCGP-BT-CO_03758
CL3981Contig1	HCGP-BT-CO_03759
CL3982Contig1	HCGP-BT-CO_03760
CL3983Contig1	HCGP-BT-CO_03761
CL3985Contig1	HCGP-BT-CO_03762
CL3986Contig1	HCGP-BT-CO_03763
CL3988Contig1	HCGP-BT-CO_03764
CL3989Contig1	HCGP-BT-CO_03765
CL398Contig1	HCGP-BT-CO_03766
CL398Contig2	HCGP-BT-CO_03767
CL3990Contig1	HCGP-BT-CO_03768
CL3992Contig1	HCGP-BT-CO_03769
CL3993Contig1	HCGP-BT-CO_03770
CL3994Contig1	HCGP-BT-CO_03771
CL3995Contig1	HCGP-BT-CO_03772
CL3996Contig1	HCGP-BT-CO_03773
CL3997Contig1	HCGP-BT-CO_03774
CL3998Contig1	HCGP-BT-CO_03775
CL3999Contig1	HCGP-BT-CO_03776
CL399Contig1	HCGP-BT-CO_03777
CL399Contig2	HCGP-BT-CO_03778
CL39Contig1	HCGP-BT-CO_03779
CL39Contig2	HCGP-BT-CO_03780
CL3Contig1	HCGP-BT-CO_03781
CL3Contig10	HCGP-BT-CO_03782
CL3Contig11	HCGP-BT-CO_03783
CL3Contig12	HCGP-BT-CO_03784
CL3Contig13	HCGP-BT-CO_03785
CL3Contig14	HCGP-BT-CO_03786
CL3Contig15	HCGP-BT-CO_03787
CL3Contig16	HCGP-BT-CO_03788
CL3Contig17	HCGP-BT-CO_03789
CL3Contig18	HCGP-BT-CO_03790
CL3Contig19	HCGP-BT-CO_03791
CL3Contig2	HCGP-BT-CO_03792
CL3Contig20	HCGP-BT-CO_03793
CL3Contig4	HCGP-BT-CO_03794
CL3Contig5	HCGP-BT-CO_03795
CL3Contig6	HCGP-BT-CO_03796
CL3Contig7	HCGP-BT-CO_03797
CL3Contig8	HCGP-BT-CO_03798
CL3Contig9	HCGP-BT-CO_03799
CL4000Contig1	HCGP-BT-CO_03800
CL4001Contig1	HCGP-BT-CO_03801
CL4005Contig1	HCGP-BT-CO_03802
CL4006Contig1	HCGP-BT-CO_03803
CL4007Contig1	HCGP-BT-CO_03804
CL4008Contig1	HCGP-BT-CO_03805
CL400Contig1	HCGP-BT-CO_03806
CL4010Contig1	HCGP-BT-CO_03807
CL4011Contig1	HCGP-BT-CO_03808
CL4012Contig1	HCGP-BT-CO_03809
CL4013Contig1	HCGP-BT-CO_03810
CL4014Contig1	HCGP-BT-CO_03811
CL4015Contig1	HCGP-BT-CO_03812
CL4016Contig1	HCGP-BT-CO_03813
CL4017Contig1	HCGP-BT-CO_03814
CL4018Contig1	HCGP-BT-CO_03815
CL4019Contig1	HCGP-BT-CO_03816
CL401Contig1	HCGP-BT-CO_03817
CL4020Contig1	HCGP-BT-CO_03818
CL4022Contig1	HCGP-BT-CO_03819
CL4023Contig1	HCGP-BT-CO_03820
CL4024Contig1	HCGP-BT-CO_03821
CL4025Contig1	HCGP-BT-CO_03822
CL4026Contig1	HCGP-BT-CO_03823
CL4028Contig1	HCGP-BT-CO_03824
CL4029Contig1	HCGP-BT-CO_03825
CL402Contig1	HCGP-BT-CO_03826
CL4030Contig1	HCGP-BT-CO_03827
CL4031Contig1	HCGP-BT-CO_03828
CL4033Contig1	HCGP-BT-CO_03829
CL4034Contig1	HCGP-BT-CO_03830
CL4036Contig1	HCGP-BT-CO_03831
CL4037Contig1	HCGP-BT-CO_03832
CL4038Contig1	HCGP-BT-CO_03833
CL4039Contig1	HCGP-BT-CO_03834
CL403Contig1	HCGP-BT-CO_03835
CL4040Contig1	HCGP-BT-CO_03836
CL4041Contig1	HCGP-BT-CO_03837
CL4042Contig1	HCGP-BT-CO_03838
CL4043Contig1	HCGP-BT-CO_03839
CL4044Contig1	HCGP-BT-CO_03840
CL4045Contig1	HCGP-BT-CO_03841
CL4046Contig1	HCGP-BT-CO_03842
CL4047Contig1	HCGP-BT-CO_03843
CL4048Contig1	HCGP-BT-CO_03844
CL4049Contig1	HCGP-BT-CO_03845
CL404Contig1	HCGP-BT-CO_03846
CL4050Contig1	HCGP-BT-CO_03847
CL4051Contig1	HCGP-BT-CO_03848
CL4052Contig1	HCGP-BT-CO_03849
CL4053Contig1	HCGP-BT-CO_03850
CL4054Contig1	HCGP-BT-CO_03851
CL4055Contig1	HCGP-BT-CO_03852
CL4056Contig1	HCGP-BT-CO_03853
CL4058Contig1	HCGP-BT-CO_03854
CL4059Contig1	HCGP-BT-CO_03855
CL405Contig1	HCGP-BT-CO_03856
CL4061Contig1	HCGP-BT-CO_03857
CL4063Contig1	HCGP-BT-CO_03858
CL4064Contig1	HCGP-BT-CO_03859
CL4065Contig1	HCGP-BT-CO_03860
CL4067Contig1	HCGP-BT-CO_03861
CL4068Contig1	HCGP-BT-CO_03862
CL406Contig1	HCGP-BT-CO_03863
CL4070Contig1	HCGP-BT-CO_03864
CL4073Contig1	HCGP-BT-CO_03865
CL4074Contig1	HCGP-BT-CO_03866
CL4075Contig1	HCGP-BT-CO_03867
CL4076Contig1	HCGP-BT-CO_03868
CL4077Contig1	HCGP-BT-CO_03869
CL4078Contig1	HCGP-BT-CO_03870
CL4079Contig1	HCGP-BT-CO_03871
CL407Contig1	HCGP-BT-CO_03872
CL4080Contig1	HCGP-BT-CO_03873
CL4082Contig1	HCGP-BT-CO_03874
CL4083Contig1	HCGP-BT-CO_03875
CL4084Contig1	HCGP-BT-CO_03876
CL4086Contig1	HCGP-BT-CO_03877
CL4087Contig1	HCGP-BT-CO_03878
CL408Contig1	HCGP-BT-CO_03879
CL4090Contig1	HCGP-BT-CO_03880
CL4091Contig1	HCGP-BT-CO_03881
CL4094Contig1	HCGP-BT-CO_03882
CL4095Contig1	HCGP-BT-CO_03883
CL4097Contig1	HCGP-BT-CO_03884
CL4098Contig1	HCGP-BT-CO_03885
CL4099Contig1	HCGP-BT-CO_03886
CL409Contig1	HCGP-BT-CO_03887
CL40Contig1	HCGP-BT-CO_03888
CL4101Contig1	HCGP-BT-CO_03889
CL4102Contig1	HCGP-BT-CO_03890
CL4103Contig1	HCGP-BT-CO_03891
CL4104Contig1	HCGP-BT-CO_03892
CL4105Contig1	HCGP-BT-CO_03893
CL4106Contig1	HCGP-BT-CO_03894
CL4108Contig1	HCGP-BT-CO_03895
CL4109Contig1	HCGP-BT-CO_03896
CL410Contig1	HCGP-BT-CO_03897
CL410Contig2	HCGP-BT-CO_03898
CL4110Contig1	HCGP-BT-CO_03899
CL4111Contig1	HCGP-BT-CO_03900
CL4112Contig1	HCGP-BT-CO_03901
CL4113Contig1	HCGP-BT-CO_03902
CL4114Contig1	HCGP-BT-CO_03903
CL4115Contig1	HCGP-BT-CO_03904
CL4116Contig1	HCGP-BT-CO_03905
CL4118Contig1	HCGP-BT-CO_03906
CL4119Contig1	HCGP-BT-CO_03907
CL411Contig1	HCGP-BT-CO_03908
CL4120Contig1	HCGP-BT-CO_03909
CL4121Contig1	HCGP-BT-CO_03910
CL4122Contig1	HCGP-BT-CO_03911
CL4123Contig1	HCGP-BT-CO_03912
CL4124Contig1	HCGP-BT-CO_03913
CL4127Contig1	HCGP-BT-CO_03914
CL4129Contig1	HCGP-BT-CO_03915
CL412Contig1	HCGP-BT-CO_03916
CL4130Contig1	HCGP-BT-CO_03917
CL4131Contig1	HCGP-BT-CO_03918
CL4132Contig1	HCGP-BT-CO_03919
CL4133Contig1	HCGP-BT-CO_03920
CL4134Contig1	HCGP-BT-CO_03921
CL4135Contig1	HCGP-BT-CO_03922
CL4136Contig1	HCGP-BT-CO_03923
CL4137Contig1	HCGP-BT-CO_03924
CL4139Contig1	HCGP-BT-CO_03925
CL413Contig1	HCGP-BT-CO_03926
CL413Contig2	HCGP-BT-CO_03927
CL4140Contig1	HCGP-BT-CO_03928
CL4142Contig1	HCGP-BT-CO_03929
CL4144Contig1	HCGP-BT-CO_03930
CL4145Contig1	HCGP-BT-CO_03931
CL4146Contig1	HCGP-BT-CO_03932
CL4147Contig1	HCGP-BT-CO_03933
CL4148Contig1	HCGP-BT-CO_03934
CL414Contig1	HCGP-BT-CO_03935
CL4151Contig1	HCGP-BT-CO_03936
CL4152Contig1	HCGP-BT-CO_03937
CL4154Contig1	HCGP-BT-CO_03938
CL4157Contig1	HCGP-BT-CO_03939
CL4159Contig1	HCGP-BT-CO_03940
CL415Contig1	HCGP-BT-CO_03941
CL4160Contig1	HCGP-BT-CO_03942
CL4161Contig1	HCGP-BT-CO_03943
CL4162Contig1	HCGP-BT-CO_03944
CL4163Contig1	HCGP-BT-CO_03945
CL4164Contig1	HCGP-BT-CO_03946
CL4165Contig1	HCGP-BT-CO_03947
CL4166Contig1	HCGP-BT-CO_03948
CL4167Contig1	HCGP-BT-CO_03949
CL4168Contig1	HCGP-BT-CO_03950
CL416Contig1	HCGP-BT-CO_03951
CL416Contig2	HCGP-BT-CO_03952
CL4170Contig1	HCGP-BT-CO_03953
CL4171Contig1	HCGP-BT-CO_03954
CL4173Contig1	HCGP-BT-CO_03955
CL4174Contig1	HCGP-BT-CO_03956
CL4175Contig1	HCGP-BT-CO_03957
CL4176Contig1	HCGP-BT-CO_03958
CL4177Contig1	HCGP-BT-CO_03959
CL4178Contig1	HCGP-BT-CO_03960
CL417Contig1	HCGP-BT-CO_03961
CL4180Contig1	HCGP-BT-CO_03962
CL4181Contig1	HCGP-BT-CO_03963
CL4182Contig1	HCGP-BT-CO_03964
CL4183Contig1	HCGP-BT-CO_03965
CL4184Contig1	HCGP-BT-CO_03966
CL4186Contig1	HCGP-BT-CO_03967
CL4188Contig1	HCGP-BT-CO_03968
CL4189Contig1	HCGP-BT-CO_03969
CL418Contig1	HCGP-BT-CO_03970
CL4190Contig1	HCGP-BT-CO_03971
CL4191Contig1	HCGP-BT-CO_03972
CL4192Contig1	HCGP-BT-CO_03973
CL4193Contig1	HCGP-BT-CO_03974
CL4194Contig1	HCGP-BT-CO_03975
CL4197Contig1	HCGP-BT-CO_03976
CL4198Contig1	HCGP-BT-CO_03977
CL4199Contig1	HCGP-BT-CO_03978
CL419Contig1	HCGP-BT-CO_03979
CL4200Contig1	HCGP-BT-CO_03980
CL4201Contig1	HCGP-BT-CO_03981
CL4202Contig1	HCGP-BT-CO_03982
CL4203Contig1	HCGP-BT-CO_03983
CL4207Contig1	HCGP-BT-CO_03984
CL4208Contig1	HCGP-BT-CO_03985
CL4209Contig1	HCGP-BT-CO_03986
CL420Contig1	HCGP-BT-CO_03987
CL4211Contig1	HCGP-BT-CO_03988
CL4212Contig1	HCGP-BT-CO_03989
CL4213Contig1	HCGP-BT-CO_03990
CL4214Contig1	HCGP-BT-CO_03991
CL4215Contig1	HCGP-BT-CO_03992
CL4216Contig1	HCGP-BT-CO_03993
CL4217Contig1	HCGP-BT-CO_03994
CL4218Contig1	HCGP-BT-CO_03995
CL4219Contig1	HCGP-BT-CO_03996
CL421Contig1	HCGP-BT-CO_03997
CL4220Contig1	HCGP-BT-CO_03998
CL4221Contig1	HCGP-BT-CO_03999
CL4223Contig1	HCGP-BT-CO_04000
CL4224Contig1	HCGP-BT-CO_04001
CL4225Contig1	HCGP-BT-CO_04002
CL4226Contig1	HCGP-BT-CO_04003
CL4227Contig1	HCGP-BT-CO_04004
CL4228Contig1	HCGP-BT-CO_04005
CL422Contig1	HCGP-BT-CO_04006
CL4230Contig1	HCGP-BT-CO_04007
CL4231Contig1	HCGP-BT-CO_04008
CL4233Contig1	HCGP-BT-CO_04009
CL4234Contig1	HCGP-BT-CO_04010
CL4235Contig1	HCGP-BT-CO_04011
CL4237Contig1	HCGP-BT-CO_04012
CL423Contig1	HCGP-BT-CO_04013
CL4240Contig1	HCGP-BT-CO_04014
CL4241Contig1	HCGP-BT-CO_04015
CL4242Contig1	HCGP-BT-CO_04016
CL4244Contig1	HCGP-BT-CO_04017
CL4245Contig1	HCGP-BT-CO_04018
CL4246Contig1	HCGP-BT-CO_04019
CL4247Contig1	HCGP-BT-CO_04020
CL4248Contig1	HCGP-BT-CO_04021
CL4249Contig1	HCGP-BT-CO_04022
CL424Contig1	HCGP-BT-CO_04023
CL4250Contig1	HCGP-BT-CO_04024
CL4251Contig1	HCGP-BT-CO_04025
CL4252Contig1	HCGP-BT-CO_04026
CL4253Contig1	HCGP-BT-CO_04027
CL4255Contig1	HCGP-BT-CO_04028
CL4256Contig1	HCGP-BT-CO_04029
CL4257Contig1	HCGP-BT-CO_04030
CL4258Contig1	HCGP-BT-CO_04031
CL4259Contig1	HCGP-BT-CO_04032
CL425Contig1	HCGP-BT-CO_04033
CL4261Contig1	HCGP-BT-CO_04034
CL4262Contig1	HCGP-BT-CO_04035
CL4263Contig1	HCGP-BT-CO_04036
CL4264Contig1	HCGP-BT-CO_04037
CL4265Contig1	HCGP-BT-CO_04038
CL4266Contig1	HCGP-BT-CO_04039
CL4267Contig1	HCGP-BT-CO_04040
CL4268Contig1	HCGP-BT-CO_04041
CL4269Contig1	HCGP-BT-CO_04042
CL426Contig1	HCGP-BT-CO_04043
CL4270Contig1	HCGP-BT-CO_04044
CL4272Contig1	HCGP-BT-CO_04045
CL4273Contig1	HCGP-BT-CO_04046
CL4274Contig1	HCGP-BT-CO_04047
CL4276Contig1	HCGP-BT-CO_04048
CL4278Contig1	HCGP-BT-CO_04049
CL4279Contig1	HCGP-BT-CO_04050
CL427Contig1	HCGP-BT-CO_04051
CL4282Contig1	HCGP-BT-CO_04052
CL4283Contig1	HCGP-BT-CO_04053
CL4284Contig1	HCGP-BT-CO_04054
CL4285Contig1	HCGP-BT-CO_04055
CL4286Contig1	HCGP-BT-CO_04056
CL4287Contig1	HCGP-BT-CO_04057
CL4288Contig1	HCGP-BT-CO_04058
CL4289Contig1	HCGP-BT-CO_04059
CL428Contig1	HCGP-BT-CO_04060
CL428Contig2	HCGP-BT-CO_04061
CL4290Contig1	HCGP-BT-CO_04062
CL4292Contig1	HCGP-BT-CO_04063
CL4293Contig1	HCGP-BT-CO_04064
CL4294Contig1	HCGP-BT-CO_04065
CL4295Contig1	HCGP-BT-CO_04066
CL4296Contig1	HCGP-BT-CO_04067
CL4299Contig1	HCGP-BT-CO_04068
CL429Contig1	HCGP-BT-CO_04069
CL4300Contig1	HCGP-BT-CO_04070
CL4301Contig1	HCGP-BT-CO_04071
CL4302Contig1	HCGP-BT-CO_04072
CL4303Contig1	HCGP-BT-CO_04073
CL4304Contig1	HCGP-BT-CO_04074
CL4305Contig1	HCGP-BT-CO_04075
CL4307Contig1	HCGP-BT-CO_04076
CL4308Contig1	HCGP-BT-CO_04077
CL4309Contig1	HCGP-BT-CO_04078
CL430Contig1	HCGP-BT-CO_04079
CL4311Contig1	HCGP-BT-CO_04080
CL4312Contig1	HCGP-BT-CO_04081
CL4314Contig1	HCGP-BT-CO_04082
CL4315Contig1	HCGP-BT-CO_04083
CL4316Contig1	HCGP-BT-CO_04084
CL4318Contig1	HCGP-BT-CO_04085
CL4319Contig1	HCGP-BT-CO_04086
CL431Contig1	HCGP-BT-CO_04087
CL4320Contig1	HCGP-BT-CO_04088
CL4321Contig1	HCGP-BT-CO_04089
CL4322Contig1	HCGP-BT-CO_04090
CL4325Contig1	HCGP-BT-CO_04091
CL4326Contig1	HCGP-BT-CO_04092
CL4327Contig1	HCGP-BT-CO_04093
CL4328Contig1	HCGP-BT-CO_04094
CL4329Contig1	HCGP-BT-CO_04095
CL432Contig1	HCGP-BT-CO_04096
CL4330Contig1	HCGP-BT-CO_04097
CL4331Contig1	HCGP-BT-CO_04098
CL4332Contig1	HCGP-BT-CO_04099
CL4334Contig1	HCGP-BT-CO_04100
CL4335Contig1	HCGP-BT-CO_04101
CL4336Contig1	HCGP-BT-CO_04102
CL4337Contig1	HCGP-BT-CO_04103
CL4338Contig1	HCGP-BT-CO_04104
CL4339Contig1	HCGP-BT-CO_04105
CL433Contig1	HCGP-BT-CO_04106
CL4340Contig1	HCGP-BT-CO_04107
CL4341Contig1	HCGP-BT-CO_04108
CL4342Contig1	HCGP-BT-CO_04109
CL4343Contig1	HCGP-BT-CO_04110
CL4344Contig1	HCGP-BT-CO_04111
CL4345Contig1	HCGP-BT-CO_04112
CL4346Contig1	HCGP-BT-CO_04113
CL4347Contig1	HCGP-BT-CO_04114
CL4348Contig1	HCGP-BT-CO_04115
CL4349Contig1	HCGP-BT-CO_04116
CL434Contig1	HCGP-BT-CO_04117
CL4350Contig1	HCGP-BT-CO_04118
CL4351Contig1	HCGP-BT-CO_04119
CL4352Contig1	HCGP-BT-CO_04120
CL4353Contig1	HCGP-BT-CO_04121
CL4354Contig1	HCGP-BT-CO_04122
CL4355Contig1	HCGP-BT-CO_04123
CL4356Contig1	HCGP-BT-CO_04124
CL4357Contig1	HCGP-BT-CO_04125
CL4359Contig1	HCGP-BT-CO_04126
CL435Contig1	HCGP-BT-CO_04127
CL4361Contig1	HCGP-BT-CO_04128
CL4362Contig1	HCGP-BT-CO_04129
CL4363Contig1	HCGP-BT-CO_04130
CL4364Contig1	HCGP-BT-CO_04131
CL4365Contig1	HCGP-BT-CO_04132
CL4366Contig1	HCGP-BT-CO_04133
CL4367Contig1	HCGP-BT-CO_04134
CL4369Contig1	HCGP-BT-CO_04135
CL436Contig1	HCGP-BT-CO_04136
CL4371Contig1	HCGP-BT-CO_04137
CL4372Contig1	HCGP-BT-CO_04138
CL4373Contig1	HCGP-BT-CO_04139
CL4375Contig1	HCGP-BT-CO_04140
CL4377Contig1	HCGP-BT-CO_04141
CL4378Contig1	HCGP-BT-CO_04142
CL4379Contig1	HCGP-BT-CO_04143
CL437Contig1	HCGP-BT-CO_04144
CL4380Contig1	HCGP-BT-CO_04145
CL4382Contig1	HCGP-BT-CO_04146
CL4383Contig1	HCGP-BT-CO_04147
CL4384Contig1	HCGP-BT-CO_04148
CL4385Contig1	HCGP-BT-CO_04149
CL4387Contig1	HCGP-BT-CO_04150
CL4388Contig1	HCGP-BT-CO_04151
CL438Contig1	HCGP-BT-CO_04152
CL4390Contig1	HCGP-BT-CO_04153
CL4391Contig1	HCGP-BT-CO_04154
CL4392Contig1	HCGP-BT-CO_04155
CL4393Contig1	HCGP-BT-CO_04156
CL4394Contig1	HCGP-BT-CO_04157
CL4395Contig1	HCGP-BT-CO_04158
CL4396Contig1	HCGP-BT-CO_04159
CL4397Contig1	HCGP-BT-CO_04160
CL4398Contig1	HCGP-BT-CO_04161
CL4399Contig1	HCGP-BT-CO_04162
CL439Contig1	HCGP-BT-CO_04163
CL43Contig1	HCGP-BT-CO_04164
CL43Contig2	HCGP-BT-CO_04165
CL43Contig3	HCGP-BT-CO_04166
CL4400Contig1	HCGP-BT-CO_04167
CL4401Contig1	HCGP-BT-CO_04168
CL4402Contig1	HCGP-BT-CO_04169
CL4404Contig1	HCGP-BT-CO_04170
CL4405Contig1	HCGP-BT-CO_04171
CL4406Contig1	HCGP-BT-CO_04172
CL4407Contig1	HCGP-BT-CO_04173
CL4408Contig1	HCGP-BT-CO_04174
CL4409Contig1	HCGP-BT-CO_04175
CL440Contig1	HCGP-BT-CO_04176
CL4410Contig1	HCGP-BT-CO_04177
CL4411Contig1	HCGP-BT-CO_04178
CL4412Contig1	HCGP-BT-CO_04179
CL4413Contig1	HCGP-BT-CO_04180
CL4414Contig1	HCGP-BT-CO_04181
CL4415Contig1	HCGP-BT-CO_04182
CL4416Contig1	HCGP-BT-CO_04183
CL4418Contig1	HCGP-BT-CO_04184
CL4419Contig1	HCGP-BT-CO_04185
CL441Contig1	HCGP-BT-CO_04186
CL4420Contig1	HCGP-BT-CO_04187
CL4421Contig1	HCGP-BT-CO_04188
CL4424Contig1	HCGP-BT-CO_04189
CL4426Contig1	HCGP-BT-CO_04190
CL4427Contig1	HCGP-BT-CO_04191
CL4428Contig1	HCGP-BT-CO_04192
CL4429Contig1	HCGP-BT-CO_04193
CL442Contig1	HCGP-BT-CO_04194
CL442Contig2	HCGP-BT-CO_04195
CL4430Contig1	HCGP-BT-CO_04196
CL4431Contig1	HCGP-BT-CO_04197
CL4432Contig1	HCGP-BT-CO_04198
CL4433Contig1	HCGP-BT-CO_04199
CL4434Contig1	HCGP-BT-CO_04200
CL4435Contig1	HCGP-BT-CO_04201
CL4436Contig1	HCGP-BT-CO_04202
CL4438Contig1	HCGP-BT-CO_04203
CL443Contig1	HCGP-BT-CO_04204
CL443Contig2	HCGP-BT-CO_04205
CL4440Contig1	HCGP-BT-CO_04206
CL4441Contig1	HCGP-BT-CO_04207
CL4442Contig1	HCGP-BT-CO_04208
CL4443Contig1	HCGP-BT-CO_04209
CL4444Contig1	HCGP-BT-CO_04210
CL4445Contig1	HCGP-BT-CO_04211
CL4446Contig1	HCGP-BT-CO_04212
CL4447Contig1	HCGP-BT-CO_04213
CL4448Contig1	HCGP-BT-CO_04214
CL4449Contig1	HCGP-BT-CO_04215
CL444Contig1	HCGP-BT-CO_04216
CL444Contig2	HCGP-BT-CO_04217
CL4451Contig1	HCGP-BT-CO_04218
CL4453Contig1	HCGP-BT-CO_04219
CL4455Contig1	HCGP-BT-CO_04220
CL4456Contig1	HCGP-BT-CO_04221
CL4458Contig1	HCGP-BT-CO_04222
CL4459Contig1	HCGP-BT-CO_04223
CL445Contig1	HCGP-BT-CO_04224
CL4460Contig1	HCGP-BT-CO_04225
CL4461Contig1	HCGP-BT-CO_04226
CL4462Contig1	HCGP-BT-CO_04227
CL4463Contig1	HCGP-BT-CO_04228
CL4464Contig1	HCGP-BT-CO_04229
CL4465Contig1	HCGP-BT-CO_04230
CL4466Contig1	HCGP-BT-CO_04231
CL4467Contig1	HCGP-BT-CO_04232
CL4468Contig1	HCGP-BT-CO_04233
CL4469Contig1	HCGP-BT-CO_04234
CL446Contig1	HCGP-BT-CO_04235
CL4470Contig1	HCGP-BT-CO_04236
CL4471Contig1	HCGP-BT-CO_04237
CL4472Contig1	HCGP-BT-CO_04238
CL4473Contig1	HCGP-BT-CO_04239
CL4475Contig1	HCGP-BT-CO_04240
CL4476Contig1	HCGP-BT-CO_04241
CL4477Contig1	HCGP-BT-CO_04242
CL4478Contig1	HCGP-BT-CO_04243
CL4479Contig1	HCGP-BT-CO_04244
CL447Contig1	HCGP-BT-CO_04245
CL4480Contig1	HCGP-BT-CO_04246
CL4481Contig1	HCGP-BT-CO_04247
CL4482Contig1	HCGP-BT-CO_04248
CL4483Contig1	HCGP-BT-CO_04249
CL4484Contig1	HCGP-BT-CO_04250
CL4485Contig1	HCGP-BT-CO_04251
CL4486Contig1	HCGP-BT-CO_04252
CL4487Contig1	HCGP-BT-CO_04253
CL4488Contig1	HCGP-BT-CO_04254
CL4489Contig1	HCGP-BT-CO_04255
CL448Contig1	HCGP-BT-CO_04256
CL448Contig2	HCGP-BT-CO_04257
CL4490Contig1	HCGP-BT-CO_04258
CL4491Contig1	HCGP-BT-CO_04259
CL4492Contig1	HCGP-BT-CO_04260
CL4493Contig1	HCGP-BT-CO_04261
CL4495Contig1	HCGP-BT-CO_04262
CL4496Contig1	HCGP-BT-CO_04263
CL4498Contig1	HCGP-BT-CO_04264
