#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BN-CO_00001
CL1Contig5	HCGP-BN-CO_01226
CL1Contig50	HCGP-BN-CO_01227
CL1Contig51	HCGP-BN-CO_01228
CL1Contig52	HCGP-BN-CO_01229
CL1Contig53	HCGP-BN-CO_01230
CL1Contig54	HCGP-BN-CO_01231
CL1Contig57	HCGP-BN-CO_01232
CL1Contig6	HCGP-BN-CO_01233
CL1Contig60	HCGP-BN-CO_01234
CL1Contig61	HCGP-BN-CO_01235
CL1Contig62	HCGP-BN-CO_01236
CL1Contig63	HCGP-BN-CO_01237
CL1Contig64	HCGP-BN-CO_01238
CL1Contig66	HCGP-BN-CO_01239
CL1Contig67	HCGP-BN-CO_01240
CL1Contig68	HCGP-BN-CO_01241
CL1Contig69	HCGP-BN-CO_01242
CL1Contig7	HCGP-BN-CO_01243
CL1Contig70	HCGP-BN-CO_01244
CL1Contig71	HCGP-BN-CO_01245
CL1Contig72	HCGP-BN-CO_01246
CL1Contig73	HCGP-BN-CO_01247
CL1Contig74	HCGP-BN-CO_01248
CL1Contig75	HCGP-BN-CO_01249
CL1Contig76	HCGP-BN-CO_01250
CL1Contig77	HCGP-BN-CO_01251
CL1Contig78	HCGP-BN-CO_01252
CL1Contig79	HCGP-BN-CO_01253
CL1Contig8	HCGP-BN-CO_01254
CL1Contig80	HCGP-BN-CO_01255
CL1Contig81	HCGP-BN-CO_01256
CL1Contig82	HCGP-BN-CO_01257
CL1Contig83	HCGP-BN-CO_01258
CL1Contig84	HCGP-BN-CO_01259
CL1Contig85	HCGP-BN-CO_01260
CL1Contig86	HCGP-BN-CO_01261
CL1Contig87	HCGP-BN-CO_01262
CL1Contig88	HCGP-BN-CO_01263
CL1Contig89	HCGP-BN-CO_01264
CL1Contig9	HCGP-BN-CO_01265
CL1Contig90	HCGP-BN-CO_01266
CL1Contig91	HCGP-BN-CO_01267
CL1Contig93	HCGP-BN-CO_01268
CL1Contig94	HCGP-BN-CO_01269
CL1Contig95	HCGP-BN-CO_01270
CL1Contig96	HCGP-BN-CO_01271
CL1Contig97	HCGP-BN-CO_01272
CL1Contig98	HCGP-BN-CO_01273
CL1Contig99	HCGP-BN-CO_01274
CL2000Contig1	HCGP-BN-CO_01275
CL2001Contig1	HCGP-BN-CO_01276
CL2002Contig1	HCGP-BN-CO_01277
CL2003Contig1	HCGP-BN-CO_01278
CL2004Contig1	HCGP-BN-CO_01279
CL2005Contig1	HCGP-BN-CO_01280
CL2006Contig1	HCGP-BN-CO_01281
CL2007Contig1	HCGP-BN-CO_01282
CL2008Contig1	HCGP-BN-CO_01283
CL2009Contig1	HCGP-BN-CO_01284
CL200Contig1	HCGP-BN-CO_01285
CL2010Contig1	HCGP-BN-CO_01286
CL2011Contig1	HCGP-BN-CO_01287
CL2012Contig1	HCGP-BN-CO_01288
CL2013Contig1	HCGP-BN-CO_01289
CL2014Contig1	HCGP-BN-CO_01290
CL2015Contig1	HCGP-BN-CO_01291
CL2016Contig1	HCGP-BN-CO_01292
CL2018Contig1	HCGP-BN-CO_01293
CL2019Contig1	HCGP-BN-CO_01294
CL201Contig1	HCGP-BN-CO_01295
CL2020Contig1	HCGP-BN-CO_01296
CL2021Contig1	HCGP-BN-CO_01297
CL2022Contig1	HCGP-BN-CO_01298
CL2023Contig1	HCGP-BN-CO_01299
CL2024Contig1	HCGP-BN-CO_01300
CL2025Contig1	HCGP-BN-CO_01301
CL2026Contig1	HCGP-BN-CO_01302
CL2027Contig1	HCGP-BN-CO_01303
CL2028Contig1	HCGP-BN-CO_01304
CL2029Contig1	HCGP-BN-CO_01305
CL202Contig1	HCGP-BN-CO_01306
CL202Contig2	HCGP-BN-CO_01307
CL2030Contig1	HCGP-BN-CO_01308
CL2031Contig1	HCGP-BN-CO_01309
CL2032Contig1	HCGP-BN-CO_01310
CL2033Contig1	HCGP-BN-CO_01311
CL2034Contig1	HCGP-BN-CO_01312
CL2035Contig1	HCGP-BN-CO_01313
CL2036Contig1	HCGP-BN-CO_01314
CL2038Contig1	HCGP-BN-CO_01315
CL2039Contig1	HCGP-BN-CO_01316
CL203Contig1	HCGP-BN-CO_01317
CL2040Contig1	HCGP-BN-CO_01318
CL2041Contig1	HCGP-BN-CO_01319
CL2042Contig1	HCGP-BN-CO_01320
CL2043Contig1	HCGP-BN-CO_01321
CL2044Contig1	HCGP-BN-CO_01322
CL2045Contig1	HCGP-BN-CO_01323
CL2046Contig1	HCGP-BN-CO_01324
CL2047Contig1	HCGP-BN-CO_01325
CL2048Contig1	HCGP-BN-CO_01326
CL204Contig1	HCGP-BN-CO_01327
CL2050Contig1	HCGP-BN-CO_01328
CL2051Contig1	HCGP-BN-CO_01329
CL2052Contig1	HCGP-BN-CO_01330
CL2053Contig1	HCGP-BN-CO_01331
CL2054Contig1	HCGP-BN-CO_01332
CL2055Contig1	HCGP-BN-CO_01333
CL2056Contig1	HCGP-BN-CO_01334
CL2057Contig1	HCGP-BN-CO_01335
CL2058Contig1	HCGP-BN-CO_01336
CL2059Contig1	HCGP-BN-CO_01337
CL205Contig1	HCGP-BN-CO_01338
CL2060Contig1	HCGP-BN-CO_01339
CL2061Contig1	HCGP-BN-CO_01340
CL2062Contig1	HCGP-BN-CO_01341
CL2063Contig1	HCGP-BN-CO_01342
CL2064Contig1	HCGP-BN-CO_01343
CL2065Contig1	HCGP-BN-CO_01344
CL2066Contig1	HCGP-BN-CO_01345
CL2067Contig1	HCGP-BN-CO_01346
CL2068Contig1	HCGP-BN-CO_01347
CL2069Contig1	HCGP-BN-CO_01348
CL206Contig1	HCGP-BN-CO_01349
CL206Contig2	HCGP-BN-CO_01350
CL206Contig3	HCGP-BN-CO_01351
CL2070Contig1	HCGP-BN-CO_01352
CL2071Contig1	HCGP-BN-CO_01353
CL2072Contig1	HCGP-BN-CO_01354
CL2073Contig1	HCGP-BN-CO_01355
CL2074Contig1	HCGP-BN-CO_01356
CL2075Contig1	HCGP-BN-CO_01357
CL2076Contig1	HCGP-BN-CO_01358
CL2077Contig1	HCGP-BN-CO_01359
CL2078Contig1	HCGP-BN-CO_01360
CL2079Contig1	HCGP-BN-CO_01361
CL207Contig1	HCGP-BN-CO_01362
CL2080Contig1	HCGP-BN-CO_01363
CL2081Contig1	HCGP-BN-CO_01364
CL2082Contig1	HCGP-BN-CO_01365
CL2083Contig1	HCGP-BN-CO_01366
CL2084Contig1	HCGP-BN-CO_01367
CL2085Contig1	HCGP-BN-CO_01368
CL2086Contig1	HCGP-BN-CO_01369
CL2087Contig1	HCGP-BN-CO_01370
CL2088Contig1	HCGP-BN-CO_01371
CL2089Contig1	HCGP-BN-CO_01372
CL208Contig1	HCGP-BN-CO_01373
CL208Contig2	HCGP-BN-CO_01374
CL2090Contig1	HCGP-BN-CO_01375
CL2091Contig1	HCGP-BN-CO_01376
CL2092Contig1	HCGP-BN-CO_01377
CL2093Contig1	HCGP-BN-CO_01378
CL2094Contig1	HCGP-BN-CO_01379
CL2095Contig1	HCGP-BN-CO_01380
CL2096Contig1	HCGP-BN-CO_01381
CL2097Contig1	HCGP-BN-CO_01382
CL2098Contig1	HCGP-BN-CO_01383
CL2099Contig1	HCGP-BN-CO_01384
CL209Contig1	HCGP-BN-CO_01385
CL209Contig2	HCGP-BN-CO_01386
CL20Contig1	HCGP-BN-CO_01387
CL20Contig2	HCGP-BN-CO_01388
CL20Contig3	HCGP-BN-CO_01389
CL20Contig4	HCGP-BN-CO_01390
CL20Contig5	HCGP-BN-CO_01391
CL2100Contig1	HCGP-BN-CO_01392
CL2101Contig1	HCGP-BN-CO_01393
CL2102Contig1	HCGP-BN-CO_01394
CL2103Contig1	HCGP-BN-CO_01395
CL2104Contig1	HCGP-BN-CO_01396
CL2105Contig1	HCGP-BN-CO_01397
CL2106Contig1	HCGP-BN-CO_01398
CL2107Contig1	HCGP-BN-CO_01399
CL2108Contig1	HCGP-BN-CO_01400
CL2109Contig1	HCGP-BN-CO_01401
CL2110Contig1	HCGP-BN-CO_01402
CL2111Contig1	HCGP-BN-CO_01403
CL2112Contig1	HCGP-BN-CO_01404
CL2113Contig1	HCGP-BN-CO_01405
CL2114Contig1	HCGP-BN-CO_01406
CL2115Contig1	HCGP-BN-CO_01407
CL2116Contig1	HCGP-BN-CO_01408
CL2117Contig1	HCGP-BN-CO_01409
CL2118Contig1	HCGP-BN-CO_01410
CL2119Contig1	HCGP-BN-CO_01411
CL211Contig1	HCGP-BN-CO_01412
CL2120Contig1	HCGP-BN-CO_01413
CL2121Contig1	HCGP-BN-CO_01414
CL2122Contig1	HCGP-BN-CO_01415
CL2123Contig1	HCGP-BN-CO_01416
CL2124Contig1	HCGP-BN-CO_01417
CL2125Contig1	HCGP-BN-CO_01418
CL2126Contig1	HCGP-BN-CO_01419
CL2127Contig1	HCGP-BN-CO_01420
CL2128Contig1	HCGP-BN-CO_01421
CL212Contig1	HCGP-BN-CO_01422
CL2130Contig1	HCGP-BN-CO_01423
CL2131Contig1	HCGP-BN-CO_01424
CL2132Contig1	HCGP-BN-CO_01425
CL2133Contig1	HCGP-BN-CO_01426
CL2134Contig1	HCGP-BN-CO_01427
CL2135Contig1	HCGP-BN-CO_01428
CL2136Contig1	HCGP-BN-CO_01429
CL2137Contig1	HCGP-BN-CO_01430
CL2138Contig1	HCGP-BN-CO_01431
CL2139Contig1	HCGP-BN-CO_01432
CL213Contig1	HCGP-BN-CO_01433
CL2140Contig1	HCGP-BN-CO_01434
CL2141Contig1	HCGP-BN-CO_01435
CL2142Contig1	HCGP-BN-CO_01436
CL2143Contig1	HCGP-BN-CO_01437
CL2144Contig1	HCGP-BN-CO_01438
CL2145Contig1	HCGP-BN-CO_01439
CL2146Contig1	HCGP-BN-CO_01440
CL2147Contig1	HCGP-BN-CO_01441
CL2149Contig1	HCGP-BN-CO_01442
CL214Contig1	HCGP-BN-CO_01443
CL2150Contig1	HCGP-BN-CO_01444
CL2151Contig1	HCGP-BN-CO_01445
CL2152Contig1	HCGP-BN-CO_01446
CL2153Contig1	HCGP-BN-CO_01447
CL2154Contig1	HCGP-BN-CO_01448
CL2156Contig1	HCGP-BN-CO_01449
CL2157Contig1	HCGP-BN-CO_01450
CL2158Contig1	HCGP-BN-CO_01451
CL2159Contig1	HCGP-BN-CO_01452
CL215Contig1	HCGP-BN-CO_01453
CL2160Contig1	HCGP-BN-CO_01454
CL2161Contig1	HCGP-BN-CO_01455
CL2162Contig1	HCGP-BN-CO_01456
CL2163Contig1	HCGP-BN-CO_01457
CL2164Contig1	HCGP-BN-CO_01458
CL2165Contig1	HCGP-BN-CO_01459
CL2166Contig1	HCGP-BN-CO_01460
CL2167Contig1	HCGP-BN-CO_01461
CL2168Contig1	HCGP-BN-CO_01462
CL2169Contig1	HCGP-BN-CO_01463
CL216Contig1	HCGP-BN-CO_01464
CL2170Contig1	HCGP-BN-CO_01465
CL2172Contig1	HCGP-BN-CO_01466
CL2173Contig1	HCGP-BN-CO_01467
CL2174Contig1	HCGP-BN-CO_01468
CL2175Contig1	HCGP-BN-CO_01469
CL2176Contig1	HCGP-BN-CO_01470
CL2177Contig1	HCGP-BN-CO_01471
CL2178Contig1	HCGP-BN-CO_01472
CL2179Contig1	HCGP-BN-CO_01473
CL217Contig1	HCGP-BN-CO_01474
CL2180Contig1	HCGP-BN-CO_01475
CL2181Contig1	HCGP-BN-CO_01476
CL2182Contig1	HCGP-BN-CO_01477
CL2183Contig1	HCGP-BN-CO_01478
CL2184Contig1	HCGP-BN-CO_01479
CL2185Contig1	HCGP-BN-CO_01480
CL2186Contig1	HCGP-BN-CO_01481
CL2187Contig1	HCGP-BN-CO_01482
CL2188Contig1	HCGP-BN-CO_01483
CL2189Contig1	HCGP-BN-CO_01484
CL218Contig1	HCGP-BN-CO_01485
CL2190Contig1	HCGP-BN-CO_01486
CL2191Contig1	HCGP-BN-CO_01487
CL2192Contig1	HCGP-BN-CO_01488
CL2193Contig1	HCGP-BN-CO_01489
CL2194Contig1	HCGP-BN-CO_01490
CL2195Contig1	HCGP-BN-CO_01491
CL2196Contig1	HCGP-BN-CO_01492
CL2197Contig1	HCGP-BN-CO_01493
CL2198Contig1	HCGP-BN-CO_01494
CL2199Contig1	HCGP-BN-CO_01495
CL219Contig1	HCGP-BN-CO_01496
CL21Contig1	HCGP-BN-CO_01497
CL2200Contig1	HCGP-BN-CO_01498
CL2201Contig1	HCGP-BN-CO_01499
CL2202Contig1	HCGP-BN-CO_01500
CL2203Contig1	HCGP-BN-CO_01501
CL2204Contig1	HCGP-BN-CO_01502
CL2205Contig1	HCGP-BN-CO_01503
CL2206Contig1	HCGP-BN-CO_01504
CL2207Contig1	HCGP-BN-CO_01505
CL2208Contig1	HCGP-BN-CO_01506
CL2209Contig1	HCGP-BN-CO_01507
CL2210Contig1	HCGP-BN-CO_01508
CL2211Contig1	HCGP-BN-CO_01509
CL2212Contig1	HCGP-BN-CO_01510
CL2213Contig1	HCGP-BN-CO_01511
CL2214Contig1	HCGP-BN-CO_01512
CL2215Contig1	HCGP-BN-CO_01513
CL2216Contig1	HCGP-BN-CO_01514
CL2217Contig1	HCGP-BN-CO_01515
CL2218Contig1	HCGP-BN-CO_01516
CL2219Contig1	HCGP-BN-CO_01517
CL221Contig1	HCGP-BN-CO_01518
CL221Contig2	HCGP-BN-CO_01519
CL2220Contig1	HCGP-BN-CO_01520
CL2222Contig1	HCGP-BN-CO_01521
CL2223Contig1	HCGP-BN-CO_01522
CL2224Contig1	HCGP-BN-CO_01523
CL2226Contig1	HCGP-BN-CO_01524
CL2227Contig1	HCGP-BN-CO_01525
CL2228Contig1	HCGP-BN-CO_01526
CL2229Contig1	HCGP-BN-CO_01527
CL222Contig1	HCGP-BN-CO_01528
CL2230Contig1	HCGP-BN-CO_01529
CL2231Contig1	HCGP-BN-CO_01530
CL2232Contig1	HCGP-BN-CO_01531
CL2233Contig1	HCGP-BN-CO_01532
CL2234Contig1	HCGP-BN-CO_01533
CL2235Contig1	HCGP-BN-CO_01534
CL2236Contig1	HCGP-BN-CO_01535
CL2237Contig1	HCGP-BN-CO_01536
CL2238Contig1	HCGP-BN-CO_01537
CL2239Contig1	HCGP-BN-CO_01538
CL223Contig1	HCGP-BN-CO_01539
CL2240Contig1	HCGP-BN-CO_01540
CL2241Contig1	HCGP-BN-CO_01541
CL2242Contig1	HCGP-BN-CO_01542
CL2243Contig1	HCGP-BN-CO_01543
CL2244Contig1	HCGP-BN-CO_01544
CL2245Contig1	HCGP-BN-CO_01545
CL2246Contig1	HCGP-BN-CO_01546
CL2248Contig1	HCGP-BN-CO_01547
CL2249Contig1	HCGP-BN-CO_01548
CL224Contig1	HCGP-BN-CO_01549
CL2250Contig1	HCGP-BN-CO_01550
CL2251Contig1	HCGP-BN-CO_01551
CL2252Contig1	HCGP-BN-CO_01552
CL2253Contig1	HCGP-BN-CO_01553
CL2255Contig1	HCGP-BN-CO_01554
CL2256Contig1	HCGP-BN-CO_01555
CL2257Contig1	HCGP-BN-CO_01556
CL2259Contig1	HCGP-BN-CO_01557
CL225Contig1	HCGP-BN-CO_01558
CL2260Contig1	HCGP-BN-CO_01559
CL2261Contig1	HCGP-BN-CO_01560
CL2262Contig1	HCGP-BN-CO_01561
CL2263Contig1	HCGP-BN-CO_01562
CL2264Contig1	HCGP-BN-CO_01563
CL2265Contig1	HCGP-BN-CO_01564
CL2266Contig1	HCGP-BN-CO_01565
CL2267Contig1	HCGP-BN-CO_01566
CL2268Contig1	HCGP-BN-CO_01567
CL2269Contig1	HCGP-BN-CO_01568
CL226Contig1	HCGP-BN-CO_01569
CL226Contig2	HCGP-BN-CO_01570
CL2271Contig1	HCGP-BN-CO_01571
CL2272Contig1	HCGP-BN-CO_01572
CL2273Contig1	HCGP-BN-CO_01573
CL2274Contig1	HCGP-BN-CO_01574
CL2276Contig1	HCGP-BN-CO_01575
CL2278Contig1	HCGP-BN-CO_01576
CL2279Contig1	HCGP-BN-CO_01577
CL227Contig1	HCGP-BN-CO_01578
CL2280Contig1	HCGP-BN-CO_01579
CL2281Contig1	HCGP-BN-CO_01580
CL2282Contig1	HCGP-BN-CO_01581
CL2283Contig1	HCGP-BN-CO_01582
CL2284Contig1	HCGP-BN-CO_01583
CL2286Contig1	HCGP-BN-CO_01584
CL2287Contig1	HCGP-BN-CO_01585
CL2289Contig1	HCGP-BN-CO_01586
CL228Contig1	HCGP-BN-CO_01587
CL2290Contig1	HCGP-BN-CO_01588
CL2291Contig1	HCGP-BN-CO_01589
CL2292Contig1	HCGP-BN-CO_01590
CL2293Contig1	HCGP-BN-CO_01591
CL2294Contig1	HCGP-BN-CO_01592
CL2296Contig1	HCGP-BN-CO_01593
CL2297Contig1	HCGP-BN-CO_01594
CL2298Contig1	HCGP-BN-CO_01595
CL2299Contig1	HCGP-BN-CO_01596
CL229Contig1	HCGP-BN-CO_01597
CL22Contig1	HCGP-BN-CO_01598
CL2300Contig1	HCGP-BN-CO_01599
CL2302Contig1	HCGP-BN-CO_01600
CL2303Contig1	HCGP-BN-CO_01601
CL2305Contig1	HCGP-BN-CO_01602
CL2306Contig1	HCGP-BN-CO_01603
CL2307Contig1	HCGP-BN-CO_01604
CL2309Contig1	HCGP-BN-CO_01605
CL230Contig1	HCGP-BN-CO_01606
CL2310Contig1	HCGP-BN-CO_01607
CL2311Contig1	HCGP-BN-CO_01608
CL2312Contig1	HCGP-BN-CO_01609
CL2313Contig1	HCGP-BN-CO_01610
CL2314Contig1	HCGP-BN-CO_01611
CL2315Contig1	HCGP-BN-CO_01612
CL2316Contig1	HCGP-BN-CO_01613
CL2317Contig1	HCGP-BN-CO_01614
CL2318Contig1	HCGP-BN-CO_01615
CL2319Contig1	HCGP-BN-CO_01616
CL231Contig1	HCGP-BN-CO_01617
CL2320Contig1	HCGP-BN-CO_01618
CL2321Contig1	HCGP-BN-CO_01619
CL2322Contig1	HCGP-BN-CO_01620
CL2323Contig1	HCGP-BN-CO_01621
CL2324Contig1	HCGP-BN-CO_01622
CL2325Contig1	HCGP-BN-CO_01623
CL2326Contig1	HCGP-BN-CO_01624
CL2327Contig1	HCGP-BN-CO_01625
CL2328Contig1	HCGP-BN-CO_01626
CL232Contig1	HCGP-BN-CO_01627
CL232Contig2	HCGP-BN-CO_01628
CL2330Contig1	HCGP-BN-CO_01629
CL2331Contig1	HCGP-BN-CO_01630
CL2332Contig1	HCGP-BN-CO_01631
CL2333Contig1	HCGP-BN-CO_01632
CL2334Contig1	HCGP-BN-CO_01633
CL2335Contig1	HCGP-BN-CO_01634
CL2337Contig1	HCGP-BN-CO_01635
CL2338Contig1	HCGP-BN-CO_01636
CL2339Contig1	HCGP-BN-CO_01637
CL233Contig1	HCGP-BN-CO_01638
CL2340Contig1	HCGP-BN-CO_01639
CL2342Contig1	HCGP-BN-CO_01640
CL2343Contig1	HCGP-BN-CO_01641
CL2345Contig1	HCGP-BN-CO_01642
CL2346Contig1	HCGP-BN-CO_01643
CL2347Contig1	HCGP-BN-CO_01644
CL2348Contig1	HCGP-BN-CO_01645
CL234Contig1	HCGP-BN-CO_01646
CL234Contig2	HCGP-BN-CO_01647
CL2350Contig1	HCGP-BN-CO_01648
CL2352Contig1	HCGP-BN-CO_01649
CL2353Contig1	HCGP-BN-CO_01650
CL2355Contig1	HCGP-BN-CO_01651
CL2356Contig1	HCGP-BN-CO_01652
CL2357Contig1	HCGP-BN-CO_01653
CL2358Contig1	HCGP-BN-CO_01654
CL2359Contig1	HCGP-BN-CO_01655
CL235Contig1	HCGP-BN-CO_01656
CL2361Contig1	HCGP-BN-CO_01657
CL2362Contig1	HCGP-BN-CO_01658
CL2363Contig1	HCGP-BN-CO_01659
CL2367Contig1	HCGP-BN-CO_01660
CL2368Contig1	HCGP-BN-CO_01661
CL236Contig1	HCGP-BN-CO_01662
CL2370Contig1	HCGP-BN-CO_01663
CL2371Contig1	HCGP-BN-CO_01664
CL2372Contig1	HCGP-BN-CO_01665
CL2373Contig1	HCGP-BN-CO_01666
CL2374Contig1	HCGP-BN-CO_01667
CL2375Contig1	HCGP-BN-CO_01668
CL2376Contig1	HCGP-BN-CO_01669
CL2377Contig1	HCGP-BN-CO_01670
CL2378Contig1	HCGP-BN-CO_01671
CL2379Contig1	HCGP-BN-CO_01672
CL237Contig1	HCGP-BN-CO_01673
CL2380Contig1	HCGP-BN-CO_01674
CL2382Contig1	HCGP-BN-CO_01675
CL2383Contig1	HCGP-BN-CO_01676
CL2384Contig1	HCGP-BN-CO_01677
CL2385Contig1	HCGP-BN-CO_01678
CL2386Contig1	HCGP-BN-CO_01679
CL2387Contig1	HCGP-BN-CO_01680
CL2388Contig1	HCGP-BN-CO_01681
CL2389Contig1	HCGP-BN-CO_01682
CL238Contig1	HCGP-BN-CO_01683
CL2390Contig1	HCGP-BN-CO_01684
CL2391Contig1	HCGP-BN-CO_01685
CL2392Contig1	HCGP-BN-CO_01686
CL2393Contig1	HCGP-BN-CO_01687
CL2394Contig1	HCGP-BN-CO_01688
CL2395Contig1	HCGP-BN-CO_01689
CL2396Contig1	HCGP-BN-CO_01690
CL2397Contig1	HCGP-BN-CO_01691
CL2398Contig1	HCGP-BN-CO_01692
CL239Contig1	HCGP-BN-CO_01693
CL239Contig2	HCGP-BN-CO_01694
CL23Contig1	HCGP-BN-CO_01695
CL23Contig2	HCGP-BN-CO_01696
CL23Contig3	HCGP-BN-CO_01697
CL23Contig4	HCGP-BN-CO_01698
CL23Contig5	HCGP-BN-CO_01699
CL2400Contig1	HCGP-BN-CO_01700
CL2401Contig1	HCGP-BN-CO_01701
CL2402Contig1	HCGP-BN-CO_01702
CL2405Contig1	HCGP-BN-CO_01703
CL2406Contig1	HCGP-BN-CO_01704
CL2407Contig1	HCGP-BN-CO_01705
CL2408Contig1	HCGP-BN-CO_01706
CL2409Contig1	HCGP-BN-CO_01707
CL240Contig1	HCGP-BN-CO_01708
CL240Contig2	HCGP-BN-CO_01709
CL2410Contig1	HCGP-BN-CO_01710
CL2411Contig1	HCGP-BN-CO_01711
CL2412Contig1	HCGP-BN-CO_01712
CL2413Contig1	HCGP-BN-CO_01713
CL2414Contig1	HCGP-BN-CO_01714
CL2416Contig1	HCGP-BN-CO_01715
CL2417Contig1	HCGP-BN-CO_01716
CL2418Contig1	HCGP-BN-CO_01717
CL2419Contig1	HCGP-BN-CO_01718
CL2422Contig1	HCGP-BN-CO_01719
CL2423Contig1	HCGP-BN-CO_01720
CL2424Contig1	HCGP-BN-CO_01721
CL2425Contig1	HCGP-BN-CO_01722
CL2426Contig1	HCGP-BN-CO_01723
CL2427Contig1	HCGP-BN-CO_01724
CL2428Contig1	HCGP-BN-CO_01725
CL2429Contig1	HCGP-BN-CO_01726
CL242Contig1	HCGP-BN-CO_01727
CL2430Contig1	HCGP-BN-CO_01728
CL2431Contig1	HCGP-BN-CO_01729
CL2432Contig1	HCGP-BN-CO_01730
CL2434Contig1	HCGP-BN-CO_01731
CL2435Contig1	HCGP-BN-CO_01732
CL2436Contig1	HCGP-BN-CO_01733
CL2437Contig1	HCGP-BN-CO_01734
CL2439Contig1	HCGP-BN-CO_01735
CL243Contig1	HCGP-BN-CO_01736
CL2441Contig1	HCGP-BN-CO_01737
CL2442Contig1	HCGP-BN-CO_01738
CL2443Contig1	HCGP-BN-CO_01739
CL2444Contig1	HCGP-BN-CO_01740
CL2445Contig1	HCGP-BN-CO_01741
CL2446Contig1	HCGP-BN-CO_01742
CL2447Contig1	HCGP-BN-CO_01743
CL2449Contig1	HCGP-BN-CO_01744
CL244Contig1	HCGP-BN-CO_01745
CL2450Contig1	HCGP-BN-CO_01746
CL2452Contig1	HCGP-BN-CO_01747
CL2453Contig1	HCGP-BN-CO_01748
CL2454Contig1	HCGP-BN-CO_01749
CL2455Contig1	HCGP-BN-CO_01750
CL2456Contig1	HCGP-BN-CO_01751
CL2457Contig1	HCGP-BN-CO_01752
CL2458Contig1	HCGP-BN-CO_01753
CL2459Contig1	HCGP-BN-CO_01754
CL245Contig1	HCGP-BN-CO_01755
CL2460Contig1	HCGP-BN-CO_01756
CL2461Contig1	HCGP-BN-CO_01757
CL2462Contig1	HCGP-BN-CO_01758
CL2464Contig1	HCGP-BN-CO_01759
CL2465Contig1	HCGP-BN-CO_01760
CL2467Contig1	HCGP-BN-CO_01761
CL2468Contig1	HCGP-BN-CO_01762
CL2469Contig1	HCGP-BN-CO_01763
CL246Contig1	HCGP-BN-CO_01764
CL246Contig2	HCGP-BN-CO_01765
CL2470Contig1	HCGP-BN-CO_01766
CL2471Contig1	HCGP-BN-CO_01767
CL2472Contig1	HCGP-BN-CO_01768
CL2473Contig1	HCGP-BN-CO_01769
CL2475Contig1	HCGP-BN-CO_01770
CL2476Contig1	HCGP-BN-CO_01771
CL2477Contig1	HCGP-BN-CO_01772
CL2478Contig1	HCGP-BN-CO_01773
CL2479Contig1	HCGP-BN-CO_01774
CL247Contig1	HCGP-BN-CO_01775
CL2480Contig1	HCGP-BN-CO_01776
CL2481Contig1	HCGP-BN-CO_01777
CL2482Contig1	HCGP-BN-CO_01778
CL2483Contig1	HCGP-BN-CO_01779
CL2484Contig1	HCGP-BN-CO_01780
CL2485Contig1	HCGP-BN-CO_01781
CL2486Contig1	HCGP-BN-CO_01782
CL2487Contig1	HCGP-BN-CO_01783
CL2488Contig1	HCGP-BN-CO_01784
CL2489Contig1	HCGP-BN-CO_01785
CL248Contig1	HCGP-BN-CO_01786
CL248Contig2	HCGP-BN-CO_01787
CL2490Contig1	HCGP-BN-CO_01788
CL2493Contig1	HCGP-BN-CO_01789
CL2494Contig1	HCGP-BN-CO_01790
CL2496Contig1	HCGP-BN-CO_01791
CL2497Contig1	HCGP-BN-CO_01792
CL2498Contig1	HCGP-BN-CO_01793
CL2499Contig1	HCGP-BN-CO_01794
CL249Contig1	HCGP-BN-CO_01795
CL24Contig1	HCGP-BN-CO_01796
CL24Contig2	HCGP-BN-CO_01797
CL24Contig3	HCGP-BN-CO_01798
CL2500Contig1	HCGP-BN-CO_01799
CL2501Contig1	HCGP-BN-CO_01800
CL2502Contig1	HCGP-BN-CO_01801
CL2505Contig1	HCGP-BN-CO_01802
CL2506Contig1	HCGP-BN-CO_01803
CL2507Contig1	HCGP-BN-CO_01804
CL2508Contig1	HCGP-BN-CO_01805
CL2509Contig1	HCGP-BN-CO_01806
CL250Contig1	HCGP-BN-CO_01807
CL250Contig2	HCGP-BN-CO_01808
CL250Contig3	HCGP-BN-CO_01809
CL2510Contig1	HCGP-BN-CO_01810
CL2512Contig1	HCGP-BN-CO_01811
CL2513Contig1	HCGP-BN-CO_01812
CL2514Contig1	HCGP-BN-CO_01813
CL2515Contig1	HCGP-BN-CO_01814
CL2516Contig1	HCGP-BN-CO_01815
CL2518Contig1	HCGP-BN-CO_01816
CL251Contig1	HCGP-BN-CO_01817
CL2520Contig1	HCGP-BN-CO_01818
CL2521Contig1	HCGP-BN-CO_01819
CL2522Contig1	HCGP-BN-CO_01820
CL2524Contig1	HCGP-BN-CO_01821
CL2526Contig1	HCGP-BN-CO_01822
CL2527Contig1	HCGP-BN-CO_01823
CL2528Contig1	HCGP-BN-CO_01824
CL2529Contig1	HCGP-BN-CO_01825
CL252Contig1	HCGP-BN-CO_01826
CL2530Contig1	HCGP-BN-CO_01827
CL2531Contig1	HCGP-BN-CO_01828
CL2532Contig1	HCGP-BN-CO_01829
CL2533Contig1	HCGP-BN-CO_01830
CL2534Contig1	HCGP-BN-CO_01831
CL2535Contig1	HCGP-BN-CO_01832
CL2536Contig1	HCGP-BN-CO_01833
CL2537Contig1	HCGP-BN-CO_01834
CL2538Contig1	HCGP-BN-CO_01835
CL2539Contig1	HCGP-BN-CO_01836
CL253Contig1	HCGP-BN-CO_01837
